,Nombre,Apodo,País,Año inicio,Año fin,Víctimas probadas,Víctimas estimadas,Delito principal,Forma de matar,Víctimas
618,"Arguelles, Roberto",The Salt Lake City Strangler,United,1992,Unknown,4,4+,Secuestro,Estrangulamiento,mujeres
619,"Armstrong, John Eric",,United,1992,1999,5,18,Otros,Asesinato,prostitutas
620,"Atkins, Benjamin",The Woodward Corridor Killer,United,1991,1992,11,11,Violación,Asesinato,hombres
621,"Atkins, Joseph",,United,1969,1985,3,3,Otros,Asesinato,hombres
622,"Avalos, Johnny",,United,2012,2015,5,5,Violación,Estrangulamiento,hombres
623,"Avila-Torrez, Jorge",,United,2005,2009,3,3,Otros,Asesinato,mujeres
624,"Balaam, Anthony",The Trenton Strangler,United,1994,1996,4,4,Violación,Estrangulamiento,hombres
625,"Baldi, Joseph",The Queens Creeper,United,1970,1972,4,4,Otros,Apuñalamiento,hombres
626,"Ball, Joe",The Alligator Man,United,1936,1938,2,20,Otros,Asesinato,hombres
627,"Barber, Danny",,United,1977,1979,4,4,Otros,Asesinato,personas_vulnerables
628,"Barfield, Velma",,United,1971,1978,1,6,Otros,Asesinato,hombres
629,"Barnes, James Antonio",,United,1988,Unknown,3,7,Otros,Disparo,hombres
630,"Barone, Cesar",,United,1991,1993,4,4+,Otros,Asesinato,hombres
631,"Barr, Charles",The Petting Party Bandit,United,1923,Unknown,3,3,Otros,Disparo,desconocidos
632,"Barrett, Eugene",,United,1959,1995,3,3,Otros,Asesinato,hombres
633,"Bartlett, Polly",,United,1868,Unknown,22,22,Otros,Disparo,hombres
634,"Baughman, John",,United,1970,1995,1,3,Otros,Asesinato,desconocidos
635,"Baumeister, Herb",,United,1980,1996,11,20,Otros,Asesinato,personas_vulnerables
636,"Baxter, Patrick",,United,1987,1990,3,3,Violación,Asesinato,hombres
637,"Beamon, Rocky",,United,2005,2017,3,3,Otros,Asesinato,hombres
638,"Beardslee, Donald",,United,1969,1981,3,3,Otros,Asesinato,hombres
639,"Beck, Martha",The Lonely Hearts Killers,United,1947,1949,3,20,Otros,Asesinato,desconocidos
640,"Bell, Cimarron",,United,2003,2004,4,4,Otros,Disparo,hombres
641,Bender Family,,United,1869,1872,11,11+,Otros,Asesinato,personas_vulnerables
642,"Berdella, Robert",The Kansas City Butcher,United,1984,1987,6,6,Violación,Asesinato,hombres
643,"Berkowitz, David",The Son of Sam,United,1976,1977,6,6,Otros,Disparo,desconocidos
644,"Betterton, Monroe",,United,1904,1919,3,3,Otros,Asesinato,hombres
645,"Bianchi, Kenneth",The Hillside Stranglers,United,1977,1978,12,12,Otros,Estrangulamiento,hombres
646,"Biegenwald, Richard",,United,1958,1983,6,11,Otros,Asesinato,desconocidos
647,"Biehler, Robert",,United,1966,1973,4,4,Otros,Disparo,personas_vulnerables
648,"Bird, Jake",,United,1930,1947,2,46,Otros,Asesinato,personas_vulnerables
649,"Bishop, Arthur Gary",,United,1979,1983,5,5,Otros,Asesinato,menores
650,"Bittaker, Lawrence",The Tool Box Killers,United,1979,Unknown,5,5,Otros,Asesinato,desconocidos
651,"Bittrolff, John",,United,1993,Unknown,2,4+,Otros,Asesinato,desconocidos
652,"Bixler, Rodney Troy",,United,2000,Unknown,3,4,Otros,Estrangulamiento,hombres
653,"Bladel, Rudy",The Railway Killer,United,1963,1978,3,7,Otros,Asesinato,desconocidos
654,"Blair, Terry",,United,1982,2004,7,9,Otros,Asesinato,desconocidos
655,"Blinston, Ryan Scott",,United,2020,Unknown,3,3,Otros,Asesinato,personas_vulnerables
656,"Bloomfield, Clifton",,United,2005,2008,5,5,Otros,Asesinato,personas_vulnerables
657,"Bolin, Oscar Ray",,United,1986,1987,4,4+,Otros,Asesinato,hombres
658,"Bolsinger, John Charles",,United,1980,1988,4,4,Violación,Asesinato,hombres
659,"Bonin, William",The Freeway Killer,United,1979,1980,21,36+,Otros,Asesinato,hombres
660,"Bounds, Dallen",,United,1999,Unknown,4,4+,Otros,Asesinato,desconocidos
661,"Bowles, Gary Ray",The I-95 Killer,United,1994,Unknown,6,6+,Otros,Asesinato,hombres
662,"Boyd, Charles Anthony",The Bathroom Slayer,United,1986,1987,3,3,Otros,Asesinato,hombres
663,"Bradford, William Richard",,United,1984,Unknown,2,28+,Otros,Asesinato,personas_vulnerables
664,"Bradley, James Opelton",,United,1988,2014,3,3,Otros,Asesinato,hombres
665,"Brandt, Charlie",,United,1971,2004,4,7+,Otros,Apuñalamiento,mujeres
666,"Brant, Joe",,United,2007,2008,4,4+,Otros,Asesinato,hombres
667,"Brashers, Robert Eugene",Mister Maroon,United,1990,1998,3,3+,Otros,Asesinato,desconocidos
668,"Breslin, Joseph",,United,1968,1982,3,3,Otros,Asesinato,mujeres
669,"Bright, Larry",The Bonecrusher,United,2003,2004,8,8+,Otros,Estrangulamiento,prostitutas
670,"Britt, Eugene",,United,1995,Unknown,7,10,Violación,Asesinato,mujeres
671,Briley Brothers,,United,1979,Unknown,12,21,Otros,Asesinato,desconocidos
672,"Broadnax, Donald",,United,1977,1996,3,3,Otros,Disparo,desconocidos
673,"Brooks, Shelly",,United,2001,2006,7,20+,Violación,Asesinato,hombres
674,"Brown, Curtis Don",,United,1985,1986,3,18,Otros,Asesinato,hombres
675,"Brown, Debra Denise",,United,1984,Unknown,8,8,Otros,Asesinato,hombres
676,"Brown, Kenyel",The Metro Detroit Serial Killer,United,2019,2020,6,6,Otros,Asesinato,desconocidos
677,"Brown, Raymond Eugene",,United,1960,1987,5,5,Otros,Asesinato,menores
678,"Browne, Robert Charles",,United,1970,1995,2,2+,Otros,Asesinato,hombres
679,"Brudos, Jerry",The Lust Killer,United,1968,1969,4,4+,Otros,Asesinato,desconocidos
680,"Brummett, Lyle",,United,1975,1976,2,3,Violación,Estrangulamiento,hombres
681,"Buell, Robert Anthony",,United,1981,1983,2,3+,Violación,Estrangulamiento,mujeres
682,"Buenoano, Judy",,United,1971,1983,3,3+,Otros,Veneno,desconocidos
683,"Bullock, David",The .38 Caliber Killer,United,1981,1982,6,6+,Otros,Disparo,personas_vulnerables
684,"Bunday, Thomas",,United,1979,1981,5,6,Otros,Asesinato,desconocidos
685,"Bundy, Carol M.",The Sunset Strip Killers,United,1980,Unknown,7,7,Otros,Asesinato,hombres
686,"Bundy, Ted",,United,1971,1978,28,30+,Otros,Asesinato,hombres
687,"Buono Jr., Angelo",The Hillside Stranglers,United,1977,1978,9,10,Otros,Estrangulamiento,hombres
688,"Burchart, Leslie",,United,1994,1996,3,7+,Otros,Asesinato,hombres
689,"Burkett, Nathaniel",,United,1978,2002,5,5+,Otros,Asesinato,hombres
690,"Burkhart, Timothy",,United,1986,2001,4,4+,Otros,Asesinato,mujeres
691,"Busch, Henry",,United,1960,Unknown,3,3,Otros,Estrangulamiento,hombres
692,"Butler, Eugene",,United,1900,1906,6,6,Otros,Asesinato,hombres
693,"Cable, James Ray",,United,1977,1989,4,6+,Violación,Asesinato,hombres
694,"Canaday, John Dwight",,United,1968,1969,3,3,Otros,Asesinato,desconocidos
695,"Cannon, Patty",,United,1802,1829,4,25+,Secuestro,Asesinato,desconocidos
696,"Caputo, Ricardo",,United,1971,1977,4,6,Otros,Asesinato,hombres
697,"Carignan, Harvey",The Want-Ad Killer,United,1949,1974,3,5+,Otros,Asesinato,desconocidos
698,"Caro, Fernando Eros",,United,1979,1980,3,5+,Violación,Disparo,menores
699,"Carpenter, David",The Trailside Killer,United,1979,1981,7,10+,Violación,Asesinato,hombres
700,"Carr, Robert Frederick",,United,1972,1976,4,4,Otros,Asesinato,menores
701,"Carr, Thomas D.",,United,1860s,1869,1,15,Otros,Asesinato,desconocidos
702,"Carson, Michael Bear",The San Francisco Witch Killers,United,1981,1983,3,12,Otros,Asesinato,desconocidos
703,"Carson, Suzan",The San Francisco Witch Killers,United,1981,1983,3,12,Otros,Asesinato,desconocidos
704,"Castro, Edward",,United,1986,1987,3,3,Otros,Asesinato,hombres
705,"Catlin, Steven David",,United,1976,1984,3,3,Otros,Veneno,mujeres
706,"Catoe, Jarvis",D.C. Strangler,United,1935,1941,8,11,Otros,Estrangulamiento,desconocidos
707,"Chadd, Billy Lee",,United,1974,1978,3,4,Violación,Asesinato,hombres
708,"Chandler, Oba",Dave Posner,United,1989,1990,4,4+,Otros,Asesinato,desconocidos
709,"Chase, Richard",The Vampire of Sacramento,United,1977,1978,6,6,Otros,Asesinato,hombres
710,"Chavez, Juan",,United,1986,1990,6,6+,Otros,Asesinato,hombres
711,"Chavez, Juan Rodriguez",The Thrill Killer,United,1985,1995,12,12,Otros,Asesinato,desconocidos
712,"Chemirmir, Billy",,United,2017,2018,2,22,Otros,Asesinato,mujeres
713,"Cherry, Ervin",,United,1993,1994,3,3,Otros,Estrangulamiento,hombres
714,"Chester, Elroy",,United,1997,1998,5,5,Otros,Asesinato,personas_vulnerables
715,"Childers, James",,United,2000s,2009,2,5+,Otros,Asesinato,personas_vulnerables
716,"Childs, Terry",,United,1979,1985,5,12,Violación,Asesinato,hombres
717,"Christensen, William Dean",The American Jack the Ripper,United,1982,1983,4,10+,Otros,Asesinato,personas_vulnerables
718,"Christiansen, Thor Nis",,United,1976,1979,4,4,Otros,Asesinato,hombres
719,"Christopher, Joseph",The Midtown Slasher,United,1980,1981,12,12+,Otros,Asesinato,hombres
720,"Clark, Doug",The Sunset Strip Killers,United,1980,Unknown,7,7,Otros,Asesinato,hombres
721,"Clark, Hadden",,United,1986,1992,2,2+,Canibalismo,Asesinato,desconocidos
722,"Clark, Roland E.",,United,1967,Unknown,2,9,Otros,Veneno,desconocidos
723,"Clark, Vernon Lee",,United,1980,1989,4,6+,Otros,Asesinato,hombres
724,"Clement, Mary",,United,1880,1885,4,4,Otros,Veneno,personas_vulnerables
725,"Cline, Alfred Leonard",,United,1930,1945,9,11,Otros,Veneno,desconocidos
726,"Code, Nathaniel",,United,1984,1987,8,12,Otros,Asesinato,desconocidos
727,"Coffman, Cynthia",,United,1986,Unknown,4,4,Secuestro,Estrangulamiento,hombres
728,"Cole, Carroll",,United,1947,1980,16,35,Otros,Estrangulamiento,hombres
729,"Coleman, Alton",,United,1984,Unknown,8,8,Violación,Asesinato,mujeres
730,"Coleman, Phillip",,United,1943,Unknown,3,23,Otros,Asesinato,personas_vulnerables
731,"Collins, Harvey",,United,1953,1955,3,3,Otros,Apuñalamiento,hombres
732,"Colvin, Dellmus",,United,1987,2005,7,7+,Otros,Asesinato,prostitutas
733,"Conde, Rory Enrique",The Tamiami Trail Strangler,United,1994,1995,6,6,Otros,Estrangulamiento,hombres
734,"Cook, Anthony",,United,1973,1981,9,9+,Otros,Asesinato,desconocidos
735,"Cook, Nathaniel",,United,1973,1981,9,9+,Otros,Asesinato,desconocidos
736,"Cooks, Jessie Lee",The Death Angels,United,1973,1974,15,73+,Otros,Asesinato,desconocidos
737,"Cooper, Samuel",,United,2006,2007,5,5,Otros,Disparo,hombres
738,"Copeland, Faye",,United,1986,1989,5,12,Otros,Asesinato,desconocidos
739,"Copeland, Ray",,United,1986,1989,5,12,Otros,Asesinato,desconocidos
740,"Corll, Dean",The Candy Man,United,1970,1973,28,28+,Violación,Asesinato,hombres
741,"Corona, Juan",,United,1971,Unknown,25,25+,Otros,Asesinato,desconocidos
742,"Corwin, Daniel Lee",,United,1987,Unknown,3,3,Secuestro,Asesinato,hombres
743,"Costa, Tony",,United,1968,1969,4,8,Otros,Asesinato,hombres
744,"Cota, Fernando",,United,1984,Unknown,6,6,Violación,Asesinato,hombres
745,"Cottingham, Richard",The Torso Killer,United,1967,1980,17,100,Violación,Estrangulamiento,hombres
746,"Covington, Juan",,United,1998,2005,3,3+,Otros,Disparo,personas_vulnerables
747,"Cowan, Mary",The Borgia of Maine,United,1884,1894,6,6,Otros,Veneno,menores
748,"Cox, Frederick Pete",,United,1997,Unknown,3,3,Otros,Asesinato,prostitutas
749,"Cox, Scott William",,United,1980s,1990,5,20+,Otros,Asesinato,desconocidos
750,"Craine, Louis",The Southside Slayer,United,1984,1987,4,5+,Otros,Asesinato,desconocidos
751,"Crawford, Andre",,United,1993,1999,11,11,Otros,Asesinato,prostitutas
752,"Creech, Thomas Eugene",,United,1974,1981,5,42,Otros,Asesinato,hombres
753,"Crump, Thomas Wayne",,United,1980,1982,4,7,Otros,Asesinato,personas_vulnerables
754,"Cullen, Charles",,United,1988,2003,10,40+,Otros,Asesinato,personas_vulnerables
755,"Cunanan, Andrew",,United,1997,Unknown,5,5,Otros,Asesinato,personas_vulnerables
756,"Cunningham, Mark William",,United,1983,Unknown,3,3,Otros,Disparo,hombres
757,"Curry, James Richard",,United,1982,1983,4,5,Otros,Asesinato,desconocidos
758,"Cutlip, Jeffrey Paul",,United,1975,1993,3,4,Otros,Asesinato,hombres
759,"Dahmer, Jeffrey",,United,1978,1991,17,17,Canibalismo,Asesinato,personas_vulnerables
760,"Daniels, James Edward",,United,1963,1984,4,4,Otros,Asesinato,desconocidos
761,"Danielson, Robert Wayne",,United,1970,1982,7,7,Otros,Asesinato,personas_vulnerables
762,"Danks, Joseph Martin",,United,1986,1990,7,7,Otros,Asesinato,hombres
763,"Davis, Bruce Alan",,United,1971,1982,3,33,Otros,Asesinato,hombres
764,"Davis, Charles William",,United,1975,1977,3,3+,Violación,Asesinato,hombres
765,"Davis, Frank",,United,1971,1983,3,3,Violación,Asesinato,menores
766,"Davis, Girvies",easier,United,1978,1979,4,9+,Otros,Asesinato,hombres
767,"Davis, William George",,United,2017,2018,4,7,Otros,Asesinato,personas_vulnerables
768,"DeAngelo, Joseph James",The Golden State Killer,United,1979,1986,13,13+,Violación,Asesinato,hombres
769,"DeJesus, Carmello",,United,1971,1973,3,4,Otros,Asesinato,hombres
770,"Dennis, Jerome",,United,1991,1992,5,5,Otros,Asesinato,hombres
771,"Devonshire, William",,United,2003,2022,3,3,Otros,Asesinato,hombres
772,"Dewantoro, Harnoko",,United,1991,1992,3,3,Otros,Asesinato,desconocidos
773,"Dieteman, Samuel",,United,2005,2006,8,8,Otros,Asesinato,desconocidos
774,"Dillon, Thomas",,United,1989,1992,5,5+,Otros,Disparo,hombres
775,"Dodd, Westley Allan",,United,1989,Unknown,3,3,Otros,Asesinato,menores
776,"Dominique, Ronald",,United,1997,2006,23,23+,Violación,Asesinato,personas_vulnerables
777,"Donaldson, Howell",,United,2017,Unknown,4,4,Otros,Disparo,personas_vulnerables
778,"Dorsey, Leon",,United,1994,Unknown,3,3,Otros,Asesinato,desconocidos
779,"Doss, Nannie",The Giggling Granny,United,1927,1954,8,11,Otros,Asesinato,menores
780,"Dowler, David",,United,1983,1987,3,3,Otros,Veneno,desconocidos
781,"Duffy, Charles Lee",,United,1997,Unknown,3,3,Violación,Asesinato,hombres
782,"Dugan, Brian",,United,1983,1985,3,3,Violación,Asesinato,desconocidos
783,"Duncan, Joseph Edward",,United,1996,2005,5,7,Violación,Asesinato,menores
784,"Duncan, Vender",,United,1955,1957,3,3,Violación,Asesinato,hombres
785,"Dunkle, Jon",,United,1981,1985,3,3,Otros,Asesinato,menores
786,"Durousseau, Paul",,United,1997,2003,7,7+,Otros,Asesinato,hombres
787,"Eaton, Dale Wayne",The Great Basin Murders,United,"1988, 2001 (known) c. 1983",1996 (suspected),2,11+,Otros,Asesinato,desconocidos
788,"Edwards, Andrew David",,United,1987,1992,4,4,Otros,Asesinato,desconocidos
789,"Edwards, Edward",,United,1977,1996,5,15,Otros,Asesinato,desconocidos
790,"Edwards, Mack Ray",,United,1953,1970,3,18,Otros,Asesinato,menores
791,"Eichinger, John",,United,1999,2005,4,4,Otros,Apuñalamiento,hombres
792,"Eisele, Joseph",The Parkersburg Murderer,United,1867,Unknown,3,3,Otros,Asesinato,hombres
793,"Ellis, Walter E.",The Milwaukee North Side Strangler,United,1986,2007,8,10+,Otros,Estrangulamiento,desconocidos
794,"Engleman, Glennon",,United,1958,1980,5,7+,Otros,Asesinato,hombres
795,"Erskine, Scott",,United,1989,1993,3,3+,Violación,Asesinato,menores
796,"Ervin, Joe Michael",,United,1969,1981,6,6,Otros,Disparo,desconocidos
797,"Escobar, Ramon",,United,2018,2023,7,8,Paliza,Asesinato,personas_vulnerables
798,"Espinosa, Felipe",,United,1863,Unknown,32,32,Otros,Asesinato,personas_vulnerables
799,"Evans, Donald Leroy",,United,1985,1991,3,70,Otros,Asesinato,desconocidos
800,"Evans, Franklin B.",The Northwood Murderer,United,1850,1872,2,5+,Otros,Asesinato,mujeres
801,"Evans, Gary",,United,1985,1997,5,5,Otros,Asesinato,desconocidos
802,"Evonitz, Richard",,United,1996,1997,3,3+,Violación,Asesinato,mujeres
803,"Ewell, John",3 strikes law,United,2010,Unknown,4,4,Otros,Asesinato,personas_vulnerables
804,"Eyler, Larry",The Interstate Killer,United,1982,1984,21,24,Otros,Asesinato,hombres
805,"Falling, Christine",,United,1980,1982,6,6,Otros,Estrangulamiento,desconocidos
806,"Falls, Neal",,United,1992,2015,0,10+,Otros,Asesinato,hombres
807,"Fautenberry, John",,United,1990,1991,5,6,Otros,Asesinato,personas_vulnerables
808,"Fayne, Lorenzo",,United,1989,1993,6,6,Violación,Asesinato,menores
809,"Feltner, Jeffrey",end their suffering,United,1988,1989,7,7,Otros,Asesinato,mujeres
810,"Ferguson, John Errol",,United,1974,1978,8,12,Otros,Asesinato,personas_vulnerables
811,"Fernandes, Roberto Wagner",,United,2000,2001,3,4+,Otros,Asesinato,prostitutas
812,"Fernandez, Raymond",The Lonely Hearts Killers,United,1947,1949,3,20,Otros,Asesinato,desconocidos
813,"Figueroa, Danny",The Backwoods Sniper,United,1986,Unknown,3,3,Otros,Disparo,personas_vulnerables
814,"Fish, Albert",The Werewolf of Wysteria,United,1924,1932,3,8+,Canibalismo,Asesinato,menores
815,"Fisher, Constance",,United,1954,1966,6,6,Otros,Estrangulamiento,menores
816,"Fisher, Lavinia",,United,?,1819?,0,Numerous,Otros,Asesinato,desconocidos
817,"Fitzsimmons, George",The Karate Chop Killer,United,1969,1973,4,4,Otros,Asesinato,hombres
818,"Flowers, Norman",,United,2004,2005,3,4,Violación,Estrangulamiento,hombres
819,"Ford, Lester",,United,1991,Unknown,3,3,Violación,Asesinato,hombres
820,"Ford, Wayne Adam",,United,1997,1998,4,4+,Otros,Asesinato,hombres
821,"Forte, Linwood",The Nightstalker,United,1990,Unknown,3,4,Otros,Estrangulamiento,desconocidos
822,"Fountain, Clayton Anthony",,United,1974,1983,5,5,Otros,Asesinato,desconocidos
823,"Francois, Kendall",The Poughkeepsie Killer,United,1996,1998,8,10+,Otros,Asesinato,hombres
824,"Franklin, Joseph Paul",,United,1977,1980,11,22,Otros,Asesinato,desconocidos
825,"Franklin Jr., Lonnie David",The Grim Sleeper,United,1985,2007,10,25+,Otros,Asesinato,desconocidos
826,"Frederick, James Anthony",,United,1991,1992,3,3,Otros,Asesinato,personas_vulnerables
827,"Gacy, John Wayne",The Killer Clown,United,1972,1978,33,33+,Otros,Asesinato,hombres
828,"Gallego, Gerald",,United,1978,1980,10,10,Otros,Asesinato,desconocidos
829,"Garcia, Anthony",,United,2008,2013,4,4,Otros,Asesinato,personas_vulnerables
830,"Gardner, Ray Dempsey",,United,1941,1949,3,3,Otros,Asesinato,personas_vulnerables
831,"Garduno, Santiago",,United,1900s,1932,3,4,Otros,Asesinato,personas_vulnerables
832,"Gargiulo, Michael",The Hollywood Ripper,United,1993,2008,3,10,Otros,Apuñalamiento,hombres
833,"Garrison, Wayne Henry",,United,1972,1989,3,3,Otros,Asesinato,menores
834,"Gary, Carlton",The Stocking Strangler,United,1970,1978,4,8+,Violación,Estrangulamiento,hombres
835,"Gaskins, Donald Henry",,United,1953,1982,9,100+,Otros,Asesinato,desconocidos
836,"Gay, Randy",,United,1978,2011,3,3,Otros,Asesinato,hombres
837,"Gayles, Clifford",,United,1934,1947,3,3,Otros,Asesinato,desconocidos
838,"Gaynor, Alfred",,United,1995,1998,9,9,Violación,Estrangulamiento,hombres
839,"Gecht, Robin",The Ripper Crew,United,1981,1982,18,18,Culto satánico,Asesinato,desconocidos
840,"Gein, Ed",The Plainfield Ghoul,United,1954,1957,2,7,Otros,Asesinato,desconocidos
841,"Geralds, Hubert",The Englewood Strangler,United,1994,1995,5,5,Otros,Estrangulamiento,hombres
842,"Getreu, John",,United,1963,1974,3,4+,Violación,Asesinato,hombres
843,"Gibbs, Janie Lou",,United,1966,1967,5,5,Otros,Veneno,desconocidos
844,"Gibson, Mose",,United,1908,1920,3,7+,Otros,Asesinato,desconocidos
845,"Gibson, William Clyde",,United,2002,2012,3,3+,Otros,Asesinato,hombres
846,"Gifford, Bertha",,United,1900,1928,3,17,Otros,Veneno,desconocidos
847,"Gilbert, Kristen",,United,1989,1996,4,4+,Otros,Asesinato,personas_vulnerables
848,"Giles, Bernard",,United,1973,Unknown,5,5,Violación,Asesinato,desconocidos
849,"Gillis, Sean Vincent",,United,1994,2004,8,8,Violación,Asesinato,hombres
850,"Gilyard, Lorenzo",The Kansas City Strangler,United,1977,1993,12,13,Otros,Estrangulamiento,prostitutas
851,"Glatman, Harvey",The Glamour Girl Slayer,United,1957,1958,3,4,Otros,Asesinato,personas_vulnerables
852,"Glaze, Billy",,United,1986,1987,3,20+,Otros,Asesinato,hombres
853,"Gleason, Robert Charles",,United,2007,2010,3,3+,Otros,Asesinato,desconocidos
854,"Goble, Sean Patrick",The Interstate Killer,United,1995,Unknown,3,3+,Secuestro,Asesinato,prostitutas
855,"Gohl, Billy",,United,1902,1910,2,100+,Otros,Asesinato,desconocidos
856,"Gomez, Lloyd",The Phantom Hobo Killer,United,1950,1951,9,9,Otros,Asesinato,hombres
857,"Gordon, Steven Dean",,United,2013,2014,4,5,Violación,Estrangulamiento,prostitutas
858,"Gore, David Alan",The Killing Cousins,United,1981,1983,6,6,Otros,Asesinato,hombres
859,"Gore, Marshall Lee",,United,1988,Unknown,2,2+,Secuestro,Asesinato,hombres
860,"Gosnell, Kermit Barron",,United,2006,Unknown,4,7+,Otros,Asesinato,desconocidos
861,"Goudeau, Mark",The Baseline Killer,United,2005,2006,9,9,Violación,Asesinato,desconocidos
862,"Graham, Gwendolyn",,United,1987,Unknown,5,6,Otros,Asesinato,hombres
863,"Graham, Harrison",,United,1986,1987,7,7,Otros,Asesinato,hombres
864,"Grant, Gary",,United,1969,1971,4,4,Otros,Asesinato,menores
865,"Grant, Waldo",,United,1973,1976,4,4+,Otros,Asesinato,hombres
866,"Granviel, Kenneth",,United,1974,1975,7,9,Violación,Apuñalamiento,menores
867,"Grate, Shawn",,United,2006,2016,5,5,Otros,Asesinato,hombres
868,"Gray, Dana Sue",,United,1994,Unknown,3,3,Otros,Asesinato,hombres
869,"Gray, Marvin",,United,1971,1992,3,41,Otros,Asesinato,personas_vulnerables
870,"Gray, Ricky Javon",,United,2005,2006,8,8,Otros,Asesinato,desconocidos
871,"Gray, Ronald",,United,1986,1987,4,4,Violación,Asesinato,hombres
872,"Green, Larry",The Death Angels,United,1973,1974,15,73+,Otros,Asesinato,desconocidos
873,"Green, Ricky Lee",,United,1985,1986,4,12,Otros,Asesinato,desconocidos
874,"Green, Samuel",The Terror of New England,United,1817,1821,2,2+,Otros,Asesinato,desconocidos
875,"Greenawalt, Randy",,United,1974,1978,7,9,Otros,Asesinato,hombres
876,"Greenwell, Harry Edward",I-65 Killer,United,1987,1989,3,3,Otros,Asesinato,desconocidos
877,"Greenwood, Vaughn",The Skid Row Slasher,United,1964,1975,11,11,Otros,Asesinato,personas_vulnerables
878,"Gretzler, Douglas",,United,1973,Unknown,11,17,Otros,Asesinato,hombres
879,"Gribble, Timothy",,United,1985,1987,2,3,Violación,Estrangulamiento,hombres
880,"Griffin, Jeffery Lee",,United,1978,1979,3,3,Otros,Apuñalamiento,personas_vulnerables
881,"Grinder, James B.",,United,1976,1984,4,4,Otros,Asesinato,mujeres
882,"Grissom, Richard",,United,1977,1989,4,4,Otros,Asesinato,hombres
883,"Groves, Vincent",,United,1978,1988,7,20+,Violación,Estrangulamiento,prostitutas
884,"Guerrero, Jose",,United,1995,1998,3,3,Violación,Estrangulamiento,hombres
885,"Gunness, Belle",,United,1900,1908,25,40,Otros,Asesinato,menores
886,"Hahn, Anna Marie",,United,1933,1937,5,5,Otros,Veneno,hombres
887,"Halbower, Rodney",,United,1976,Unknown,2,5,Otros,Asesinato,desconocidos
888,"Hall, Andreas",,United,1847,1848,3,3,Otros,Asesinato,personas_vulnerables
889,"Halliday, Lizzie",,United,1890s,Unknown,4,7,Otros,Asesinato,hombres
890,"Hampton, T. J.",,United,1887,1893,5,5,Otros,Asesinato,personas_vulnerables
891,"Hance, William Henry",The Forces of Evil,United,1977,1978,4,4,Otros,Asesinato,hombres
892,"Hankins, Terry",,United,2000,2001,5,5,Otros,Asesinato,hombres
893,"Hansen, Robert",The Butcher Baker,United,1971,1983,17,21+,Violación,Asesinato,hombres
894,"Harding, Donald Eugene",,United,1979,1980,6,7+,Otros,Asesinato,hombres
895,Harpe Brothers,,United,1797,1804,39,50+,Otros,Asesinato,desconocidos
896,"Harris, DeWayne Lee",The Seattle Jungle Killer,United,1997,1998,3,3+,Otros,Apuñalamiento,prostitutas
897,"Harris, Michael Darnell",,United,1981,1982,4,10,Violación,Estrangulamiento,hombres
898,"Harris, Robert Wayne",,United,1999,2000,6,6,Otros,Asesinato,hombres
899,"Harris, Warren",The French Quarter Stabber,United,1977,Unknown,3,4,Otros,Apuñalamiento,personas_vulnerables
900,"Harrison, Kenneth",The Giggler,United,1967,1969,4,4,Otros,Asesinato,personas_vulnerables
901,"Harrison, Lester",,United,1951,1973,5,7,Violación,Asesinato,hombres
902,"Harvey, Donald",The Angel of Death,United,1970,1987,37,80,Otros,Asesinato,personas_vulnerables
903,"Hassell, George",,United,1917,1926,13,13,Otros,Asesinato,personas_vulnerables
904,"Hatcher, Charles Ray",,United,1969,1982,2,16,Otros,Apuñalamiento,menores
905,"Hausner, Dale",,United,2006,Unknown,8,8,Otros,Asesinato,personas_vulnerables
906,"Hayes, Robert",The Daytona Beach Killer,United,2005,2006,3,7+,Otros,Asesinato,desconocidos
907,"Hayter, John Price",,United,1953,1986,3,3,Otros,Asesinato,hombres
908,"Hayward, Harry T.",The Minneapolis Svengali,United,1894,Unknown,1,4,Otros,Asesinato,desconocidos
909,"Hazzard, Linda",,United,1908,1911,1,13,Otros,Asesinato,desconocidos
910,"Heirens, William",The Lipstick Killer,United,1945,1946,3,3,Otros,Asesinato,menores
911,"Helm, Boone",The Kentucky Cannibal,United,1850,1864,11,11+,Canibalismo,Asesinato,hombres
912,"Henley, Elmer Wayne",The Houston Mass Murders,United,1970,1973,6,8+,Otros,Asesinato,desconocidos
913,"Henry, John Ruthell",,United,1975,1985,3,3,Otros,Asesinato,desconocidos
914,"Hermann, Francis",The Priestly Butcher,United,1890,1896,2,8,Otros,Asesinato,menores
915,"Hernandez, Alexander",,United,2014,Unknown,5,5,Otros,Disparo,personas_vulnerables
916,"Hernandez, Ramon Torres",,United,1994,2001,3,5+,Secuestro,Asesinato,hombres
917,"Herzog, Loren",The Speed Freak Killers,United,1984,1999,3,19,Otros,Asesinato,hombres
918,"Hickey, J. Frank",The Postcard Killer,United,1883,1911,3,3,Otros,Asesinato,desconocidos
919,"Hickson, Monroe",Bluecorns,United,1946,Unknown,4,4,Otros,Asesinato,desconocidos
920,"Hill, Ivan",The 60 Freeway Killer,United,1979,1994,9,9+,Otros,Asesinato,desconocidos
921,"Hill, Walter",,United,1952,1977,5,5,Otros,Asesinato,personas_vulnerables
922,"Hilton, Gary",The National Forest Serial Killer,United,2007,2008,4,4+,Secuestro,Asesinato,desconocidos
923,"Hinton, Ronald",,United,1996,1999,3,3,Otros,Estrangulamiento,hombres
924,"Hittle, Daniel",,United,1973,1989,7,7,Otros,Asesinato,desconocidos
